provider_id,hospital_name,street,city,state,zip_code,lat,lng,type,ownership,emergency_services,observed,days,sir,footnotes
010045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,AL,35555,33.70769618400004,-87.82377536299998,Acute Care Hospitals,Voluntary non-profit - Other,true,0,65,NA,13
010046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,AL,35901,34.00337850600005,-86.00409109099996,Acute Care Hospitals,Proprietary,true,1,2393,0.279,
010047,GEORGIANA MEDICAL CENTER,515 N MIRANDA AVENUE,GEORGIANA,AL,36033,31.636361081000075,-86.74277274699995,Acute Care Hospitals,Proprietary,true,NA,NA,NA,12
010049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,AL,36330,31.318719619000035,-85.85572776899994,Acute Care Hospitals,Proprietary,true,0,75,NA,13
010051,GREENE COUNTY HOSPITAL,509 WILSON AVENUE,EUTAW,AL,35462,32.84235320400006,-87.89002235799995,Acute Care Hospitals,Government - Local,true,NA,NA,NA,12
010052,LAKE MARTIN COMMUNITY HOSPITAL,201 MARIARDEN ROAD,DADEVILLE,AL,36853,32.81867788400007,-85.74161727099994,Acute Care Hospitals,Proprietary,true,NA,NA,NA,12
010054,DECATUR MORGAN HOSPITAL-PARKWAY CAMPUS,1874 BELTLINE RD SW,DECATUR,AL,35601,34.57574902700003,-87.01654568799995,Acute Care Hospitals,Proprietary,true,NA,NA,NA,12
010055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,AL,36305,31.235826770000074,-85.45721340799997,Acute Care Hospitals,Proprietary,true,3,3349,0.447,
010056,ST VINCENT'S BIRMINGHAM,810 ST VINCENT'S DRIVE,BIRMINGHAM,AL,35205,33.50797325600007,-86.78874763899995,Acute Care Hospitals,Voluntary non-profit - Private,true,7,8480,0.448,
010058,BIBB MEDICAL CENTER,208 PIERSON AVE,CENTREVILLE,AL,35042,32.95133452600004,-87.14764515199994,Acute Care Hospitals,Government - Hospital District or Authority,true,NA,NA,NA,12
010059,LAWRENCE MEDICAL CENTER,202 HOSPITAL STREET,MOULTON,AL,35650,34.482945975000064,-87.28600283599997,Acute Care Hospitals,Government - Hospital District or Authority,true,NA,NA,NA,12
010061,HIGHLANDS MEDICAL CENTER,380 WOODS COVE ROAD,SCOTTSBORO,AL,35768,34.66168264100003,-86.04673208299994,Acute Care Hospitals,Government - Hospital District or Authority,true,0,232,NA,13
010062,WIREGRASS MEDICAL CENTER,1200 W MAPLE AVENUE,GENEVA,AL,36340,31.04804746900004,-85.89112586699997,Acute Care Hospitals,Government - Hospital District or Authority,true,0,56,NA,13
010065,RUSSELL HOSPITAL,3316 HIGHWAY 280,ALEXANDER CITY,AL,35010,32.931334950000064,-85.96878845399993,Acute Care Hospitals,Voluntary non-profit - Private,true,0,911,0.000,
010069,MEDICAL CENTER BARBOUR,820 W WASHINGTON ST,EUFAULA,AL,36027,31.88801827700007,-85.15606109899994,Acute Care Hospitals,Government - Hospital District or Authority,true,0,147,NA,13
010073,CLAY COUNTY HOSPITAL,83825 HIGHWAY 9    P O BOX 1270,ASHLAND,AL,36251,33.27665890500003,-85.82361169599994,Acute Care Hospitals,Government - Hospital District or Authority,true,NA,NA,NA,12
010078,NORTHEAST ALABAMA REGIONAL MED CENTER,400 EAST 10TH STREET,ANNISTON,AL,36207,33.657075605000045,-85.82345700699994,Acute Care Hospitals,Government - Local,true,2,2701,0.500,
010079,ATHENS-LIMESTONE HOSPITAL,700 WEST MARKET STREET,ATHENS,AL,35611,34.80357778700005,-86.97837640099993,Acute Care Hospitals,Government - Hospital District or Authority,true,3,672,2.973,
010083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,FOLEY,AL,36535,30.425680471000078,-87.68324211899994,Acute Care Hospitals,Proprietary,true,0,1243,0.000,
010085,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,1201 7TH STREET SE,DECATUR,AL,35601,34.59115554700003,-86.97263926799997,Acute Care Hospitals,Government - Hospital District or Authority,true,2,1328,1.004,
010086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,AL,35594,33.929365020000034,-87.82463746799993,Acute Care Hospitals,Proprietary,true,0,88,NA,13
010087,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,MOBILE,AL,36617,30.708153140000036,-88.09899576799995,Acute Care Hospitals,Government - State,true,14,4383,0.868,
010089,WALKER BAPTIST MEDICAL CENTER,3400 HIGHWAY 78 EAST,JASPER,AL,35502,33.84104873800004,-87.23655598599998,Acute Care Hospitals,Voluntary non-profit - Private,true,0,522,NA,13
010090,PROVIDENCE HOSPITAL,6801 AIRPORT BOULEVARD,MOBILE,AL,36608,30.68208912600005,-88.19924246199997,Acute Care Hospitals,Voluntary non-profit - Church,true,3,8429,0.178,
010091,GROVE HILL MEMORIAL HOSPITAL,295 JACKSON HWY S,GROVE HILL,AL,36451,31.69477711500008,-87.77707493799994,Acute Care Hospitals,Government - Hospital District or Authority,true,NA,NA,NA,12
010092,D C H REGIONAL MEDICAL CENTER,809 UNIVERSITY BOULEVARD EAST,TUSCALOOSA,AL,35401,33.20617336400005,-87.52548321599994,Acute Care Hospitals,Government - Hospital District or Authority,true,13,12280,0.444,
010095,HALE COUNTY HOSPITAL,508 GREEN STREET,GREENSBORO,AL,36744,32.694750111000076,-87.58692229699994,Acute Care Hospitals,Government - Local,true,NA,NA,NA,12
010097,ELMORE COMMUNITY HOSPITAL,500 HOSPITAL DRIVE,WETUMPKA,AL,36092,32.55226755500007,-86.18703624199998,Acute Care Hospitals,Government - State,true,NA,NA,NA,12
010099,D W MCMILLAN MEMORIAL HOSPITAL,1301 BELLEVILLE AVENUE,BREWTON,AL,36426,31.127213651000034,-87.07247839899998,Acute Care Hospitals,Government - Hospital District or Authority,true,1,201,NA,13
010100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36532,30.519966314000044,-87.88950804299998,Acute Care Hospitals,Government - Hospital District or Authority,true,0,2388,0.000,
010101,CITIZENS BAPTIST MEDICAL CENTER,604 STONE AVENUE,TALLADEGA,AL,35161,33.43980936100007,-86.09087857499998,Acute Care Hospitals,Voluntary non-profit - Private,true,1,281,NA,13
010102,J PAUL JONES HOSPITAL,317 MCWILLIAMS AVENUE,CAMDEN,AL,36726,31.99807089600006,-87.29947924799995,Acute Care Hospitals,Government - Hospital District or Authority,false,NA,NA,NA,12
010103,BAPTIST MEDICAL CENTER-PRINCETON,701 PRINCETON AVENUE SOUTHWEST,BIRMINGHAM,AL,35211,33.499166366000054,-86.84589505599996,Acute Care Hospitals,Voluntary non-profit - Church,true,3,9335,0.176,
010104,TRINITY MEDICAL CENTER,800 MONTCLAIR RD,BIRMINGHAM,AL,35213,33.51533518400004,-86.74670548499995,Acute Care Hospitals,Proprietary,true,6,7015,0.444,
010108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,AL,36067,32.464199515000075,-86.45095276799998,Acute Care Hospitals,Government - Hospital District or Authority,true,0,361,NA,13
010109,PICKENS COUNTY MEDICAL CENTER,241 ROBERT K WILSON DRIVE,CARROLLTON,AL,35447,33.274750813000026,-88.08964716199995,Acute Care Hospitals,Government - Hospital District or Authority,true,NA,NA,NA,12
010110,BULLOCK COUNTY HOSPITAL,102 WEST CONECUH AVENUE,UNION SPRINGS,AL,36089,32.141250273000026,-85.70150667999997,Acute Care Hospitals,Proprietary,true,NA,NA,NA,12
010112,BRYAN W WHITFIELD MEM HOSP INC,105 HIGHWAY 80 EAST,DEMOPOLIS,AL,36732,32.50364788300004,-87.83705445699997,Acute Care Hospitals,Government - Hospital District or Authority,true,0,23,NA,13
010113,MOBILE INFIRMARY,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36652,30.695458384000062,-88.08085473499995,Acute Care Hospitals,Voluntary non-profit - Private,true,8,9699,0.377,
010114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35021,33.373014854000076,-86.99174385199996,Acute Care Hospitals,Government - Hospital District or Authority,true,3,2495,0.633,
010118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,SELMA,AL,36701,32.43003551100003,-87.05490514999997,Acute Care Hospitals,Proprietary,true,2,1608,0.829,
010120,MONROE COUNTY HOSPITAL,"2016 SOUTH ALABAMA AVENUE, BOX 886",MONROEVILLE,AL,36460,31.49838524300003,-87.31923289899999,Acute Care Hospitals,Government - Local,true,0,22,NA,13
010125,LAKELAND COMMUNITY HOSPITAL,42024 HIGHWAY 195 E     POST OFFICE BOX 780,HALEYVILLE,AL,35565,34.241099199000075,-87.59093156099999,Acute Care Hospitals,Voluntary non-profit - Church,true,0,7,NA,13
010126,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,TROY,AL,36081,31.780395441000053,-85.94585267399998,Acute Care Hospitals,Government - Federal,true,0,183,NA,13
010128,JACKSON MEDICAL CENTER,220 HOSPITAL DRIVE,JACKSON,AL,36545,31.530602078000072,-87.89346675299998,Acute Care Hospitals,Proprietary,true,NA,NA,NA,12
010129,NORTH BALDWIN INFIRMARY,1815 HAND AVENUE,BAY MINETTE,AL,36507,30.90193608800007,-87.78311330099996,Acute Care Hospitals,Voluntary non-profit - Private,true,0,180,NA,13
010130,ST VINCENT'S ST CLAIR,7063 VETERANS PARKWAY,PELL CITY,AL,35125,33.604999676000034,-86.30046997699998,Acute Care Hospitals,Voluntary non-profit - Private,true,0,372,NA,13
010131,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,AL,35801,34.692473310000025,-86.57259625099994,Acute Care Hospitals,Proprietary,true,5,1442,2.311,
010138,HILL HOSPITAL OF SUMTER COUNTY,751 DERBY DRIVE,YORK,AL,36925,32.49162270900007,-88.29593628999999,Acute Care Hospitals,Voluntary non-profit - Other,true,NA,NA,NA,12
010139,BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209,33.46306652900006,-86.77656110699996,Acute Care Hospitals,Proprietary,true,10,7561,0.664,
010144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,30.685856122000075,-88.13177286999996,Acute Care Hospitals,Proprietary,true,3,6566,0.306,
010146,RMC JACKSONVILLE,1701 SOUTH PELHAM ROAD,JACKSONVILLE,AL,36265,33.78560261500007,-85.76124893499997,Acute Care Hospitals,Proprietary,true,0,45,NA,13
010148,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,EVERGREEN,AL,36401,31.43103941800007,-86.94130531699994,Acute Care Hospitals,Proprietary,true,NA,NA,NA,12
010149,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,MONTGOMERY,AL,36117,32.376357615000074,-86.17186895999998,Acute Care Hospitals,Government - Hospital District or Authority,true,0,2333,0.000,
010150,L V STABLER MEMORIAL HOSPITAL,29 L V STABLER DRIVE,GREENVILLE,AL,36037,31.829742777000035,-86.64611473899998,Acute Care Hospitals,Proprietary,true,0,20,NA,13
010157,SHOALS HOSPITAL,201 WEST AVALON AVENUE,MUSCLE SHOALS,AL,35661,34.744994844000075,-87.67642553599995,Acute Care Hospitals,Government - Hospital District or Authority,true,0,298,NA,13
010158,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,RUSSELLVILLE,AL,35653,34.511260994000054,-87.71760501499995,Acute Care Hospitals,Proprietary,true,1,141,NA,13
010164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,AL,35150,33.164645473000064,-86.25412046599996,Acute Care Hospitals,Voluntary non-profit - Other,true,0,546,NA,13
010168,JACK HUGHSTON MEMORIAL HOSPITAL,4401 RIVER CHASE DRIVE,PHENIX CITY,AL,36867,32.509125106000056,-85.00575018799998,Acute Care Hospitals,Government - State,true,NA,NA,NA,12
010169,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,ATMORE,AL,36502,31.017000387000053,-87.47965811999995,Acute Care Hospitals,Government - Hospital District or Authority,true,0,85,NA,13
011300,WASHINGTON COUNTY HOSPITAL,14600 ST. STEPHENS AVENUE,CHATOM,AL,36518,31.459573689000024,-88.23330173799997,Critical Access Hospitals,Proprietary,true,NA,NA,NA,12
011302,RED BAY HOSPITAL,211 HOSPITAL ROAD,RED BAY,AL,35582,34.45749636600004,-88.14712255699999,Critical Access Hospitals,Government - Hospital District or Authority,true,NA,NA,NA,12
011304,CHOCTAW GENERAL HOSPITAL,"401 VANITY FAIR LANE, PO BOX 618",BUTLER,AL,36904,32.100342228000045,-88.21280179099995,Critical Access Hospitals,Voluntary non-profit - Private,true,NA,NA,NA,5
013301,UNIVERSITY OF S A CHILDREN'S AND WOMEN'S HOS,1700 CENTER STREET,MOBILE,AL,36604,30.696227023000063,-88.07744464099994,Childrens,Government - State,true,NA,NA,NA,5
020001,PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,AK,99508,61.205296213000054,-149.81210628299996,Acute Care Hospitals,Voluntary non-profit - Church,true,10,9120,0.664,
020006,MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,AK,99645,61.56200592200008,-149.26054740599997,Acute Care Hospitals,Voluntary non-profit - Private,true,0,822,0.000,
020008,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,AK,99801,58.32944252500005,-134.46585505299998,Acute Care Hospitals,Government - Local,true,0,80,NA,13
020012,FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,AK,99701,64.83294821500004,-147.73656572899998,Acute Care Hospitals,Voluntary non-profit - Other,true,0,424,NA,13
020017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,99508,61.20975602900006,-149.82899175899996,Acute Care Hospitals,Proprietary,true,1,2141,0.312,
020018,YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,AK,99559,60.78436946000005,-161.79026971499997,Acute Care Hospitals,Government - Federal,true,NA,NA,NA,12
020024,CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,AK,99669,60.49373236500003,-151.07808299499996,Acute Care Hospitals,Voluntary non-profit - Other,true,NA,NA,NA,12
020026,ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,AK,99508,61.18186699900008,-149.80259690399998,Acute Care Hospitals,Government - Federal,true,0,379,0.000,
020027,MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,AK,99835,57.04952119600006,-135.354821825,Acute Care Hospitals,Voluntary non-profit - Private,true,0,28,NA,13
021301,PROVIDENCE VALDEZ MEDICAL CENTER,PO BOX 550,VALDEZ,AK,99686,61.12602593300005,-146.35414668999996,Critical Access Hospitals,Government - Local,true,NA,NA,NA,5
021302,PROVIDENCE SEWARD HOSPITAL,"417 FIRST AVENUE, PO BOX 365",SEWARD,AK,99664,60.10544680900006,-149.44553472799998,Critical Access Hospitals,Government - Local,true,NA,NA,NA,5
021303,SITKA COMMUNITY HOSPITAL,209 MOLLER DRIVE,SITKA,AK,99835,57.058676569000056,-135.345220021,Critical Access Hospitals,Government - Local,true,NA,NA,NA,5
021304,PETERSBURG MEDICAL CENTER,PO BOX 589,PETERSBURG,AK,99833,56.81069682000003,-132.94510777199997,Critical Access Hospitals,Government - Local,true,NA,NA,NA,12
021305,WRANGELL MEDICAL CENTER,310 BENNETT STREET PO BOX 1081,WRANGELL,AK,99929,56.47273921000004,-132.375515335,Critical Access Hospitals,Government - Local,true,NA,NA,NA,5
021306,PROVIDENCE KODIAK ISLAND MEDICAL CTR,1915 EAST REZANOF DRIVE,KODIAK,AK,99615,57.800350448000074,-152.37476799199996,Critical Access Hospitals,Voluntary non-profit - Private,true,NA,NA,NA,5
021307,CORDOVA COMMUNITY MEDICAL CENTER,PO BOX 160 - 602 CHASE AVENUE,CORDOVA,AK,99574,60.54061264900008,-145.75547356999996,Critical Access Hospitals,Government - Local,true,NA,NA,NA,5
021308,NORTON SOUND REGIONAL HOSPITAL,1000 GREG KRUSCHEK AVENUE (P O BOX 966),NOME,AK,99762,64.49778930600007,-165.40803860899996,Critical Access Hospitals,Voluntary non-profit - Private,true,NA,NA,NA,5
021309,KANAKANAK HOSPITAL,P O BOX 130,DILLINGHAM,AK,99576,59.03974981700003,-158.46278629299997,Critical Access Hospitals,Voluntary non-profit - Private,true,NA,NA,NA,5
021311,PEACEHEALTH KETCHIKAN MEDICAL CENTER,3100 TONGASS AVENUE,KETCHIKAN,AK,99901,55.35288696600003,-131.68635191899995,Critical Access Hospitals,Voluntary non-profit - Church,true,0,77,NA,13
021312,SAMUEL SIMMONDS MEMORIAL HOSPITAL,7000 UULA ST,BARROW,AK,99723,71.30043978100008,-156.73100805199996,Critical Access Hospitals,Government - Federal,true,NA,NA,NA,5
021313,SOUTH PENINSULA HOSPITAL,4300 BARTLETT ST,HOMER,AK,99603,59.65202045800004,-151.55009565199998,Critical Access Hospitals,Voluntary non-profit - Private,true,NA,NA,NA,12
030001,MARYVALE HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85031,33.502187649000064,-112.17062033999997,Acute Care Hospitals,Proprietary,true,0,1262,0.000,
030002,BANNER GOOD SAMARITAN MEDICAL CENTER,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,33.465718981000066,-112.05831350599999,Acute Care Hospitals,Voluntary non-profit - Other,true,17,16143,0.464,
030006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,AZ,85712,32.25077902700008,-110.87971206099996,Acute Care Hospitals,Voluntary non-profit - Private,true,5,5914,0.413,
030007,VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,COTTONWOOD,AZ,86326,34.735296310000024,-112.03155185499998,Acute Care Hospitals,Voluntary non-profit - Private,true,0,1434,0.000,
030010,CARONDELET ST  MARYS HOSPITAL,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745,32.22880538600003,-110.99906526799998,Acute Care Hospitals,Voluntary non-profit - Private,true,1,6116,0.091,
030011,CARONDELET ST JOSEPH'S HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,32.226042660000076,-110.85782597899998,Acute Care Hospitals,Voluntary non-profit - Other,true,2,7992,0.150,
030012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,86301,34.56016830800007,-112.48212708199998,Acute Care Hospitals,Government - Local,true,2,1255,1.062,
030013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,85364,32.68318952100003,-114.63326205499999,Acute Care Hospitals,Voluntary non-profit - Private,true,0,4244,0.000,
030014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,250 EAST DUNLAP AVENUE,PHOENIX,AZ,85020,33.56779857500004,-112.07020128399995,Acute Care Hospitals,Voluntary non-profit - Private,true,6,5842,0.685,
030016,BANNER CASA GRANDE MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,85222,32.87964292200007,-111.70959654299998,Acute Care Hospitals,Voluntary non-profit - Other,true,1,1662,0.401,
030022,MARICOPA MEDICAL CENTER,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85008,33.458512711000026,-112.02587069799995,Acute Care Hospitals,Government - Local,true,27,6441,1.121,
030023,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,86001,35.208646728000076,-111.64517176599998,Acute Care Hospitals,Voluntary non-profit - Private,true,5,4500,0.741,
030024,ST JOSEPH'S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,33.48034710300004,-112.07987857499995,Acute Care Hospitals,Voluntary non-profit - Church,true,10,15932,0.267,
030030,PHOENIX BAPTIST HOSPITAL,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,33.524169474000075,-112.10224547099995,Acute Care Hospitals,Proprietary,true,6,5261,0.680,
030033,PAYSON REGIONAL MEDICAL CENTER,807 SOUTH PONDEROSA DRIVE,PAYSON,AZ,85541,34.23111763600008,-111.32157071499995,Acute Care Hospitals,Voluntary non-profit - Other,true,0,178,NA,13
030036,CHANDLER REGIONAL MEDICAL CENTER,1955 WEST FRYE ROAD,CHANDLER,AZ,85224,33.298672999000075,-111.87516587299996,Acute Care Hospitals,Voluntary non-profit - Other,true,1,3611,0.165,
030037,ST LUKE'S MEDICAL CENTER,1800 EAST VAN BUREN STREET,PHOENIX,AZ,85006,33.451447244000065,-112.04325982599994,Acute Care Hospitals,Proprietary,true,5,3168,0.965,
030038,SCOTTSDALE HEALTHCARE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,33.487648157000024,-111.92203051799999,Acute Care Hospitals,Proprietary,true,7,5787,0.336,
030043,SIERRA VISTA REGIONAL HEALTH CENTER,300 EL CAMINO REAL,SIERRA VISTA,AZ,85635,31.551389888000074,-110.27237383899995,Acute Care Hospitals,Voluntary non-profit - Other,true,0,840,0.000,
030055,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86409,35.220057774000054,-114.03579356399996,Acute Care Hospitals,Government - Hospital District or Authority,true,1,2337,0.214,
030061,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351,33.60478336500006,-112.28299086199996,Acute Care Hospitals,Voluntary non-profit - Other,true,8,7146,0.651,
030062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2200 SHOW LOW LAKE ROAD,SHOW LOW,AZ,85901,34.20201926300007,-110.01690832499997,Acute Care Hospitals,Voluntary non-profit - Private,true,0,531,0.000,
030064,"UNIVERSITY OF ARIZONA MEDICAL CTR-UNIVERSITY, THE",1501 NORTH CAMPBELL AVENUE,TUCSON,AZ,85724,32.24073190000007,-110.94412878899999,Acute Care Hospitals,Voluntary non-profit - Private,true,33,17379,0.783,
030065,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,MESA,AZ,85202,33.39029071400006,-111.87467288799996,Acute Care Hospitals,Voluntary non-profit - Private,true,12,11634,0.493,
